time,ppg_signal,subject_id
0.8501416903,0.1819098716,1
0.8601433572,0.1422055558,1
0.8701450242,0.08910118776,1
0.8801466911,0.07345119553,1
0.8901483581,0.03781032814,1
0.900150025,0.008437167498,1
0.9101516919,0.002890474009,1
0.9201533589,-0.009043789337,1
0.9301550258,0.0134499959,1
0.9401566928,-0.0009138564371,1
0.9501583597,0.0110433458,1
0.9601600267,0.004710123353,1
0.9701616936,-0.008081271885,1
0.9801633606,-0.01871639113,1
0.9901650275,-0.02227108357,1
1.000166694,-0.04808605562,1
1.010168361,-0.07686168851,1
1.020170028,-0.1196995216,1
1.030171695,-0.1631718389,1
1.040173362,-0.2259509806,1
1.050175029,-0.2881022954,1
1.060176696,-0.3393749897,1
1.070178363,-0.4360985174,1
1.08018003,-0.472107794,1
1.090181697,-0.5366685109,1
1.100183364,-0.6025550863,1
1.110185031,-0.6724794183,1
1.120186698,-0.7183557936,1
1.130188365,-0.7449649789,1
1.140190032,-0.778012116,1
1.150191699,-0.7632000376,1
1.160193366,-0.7815034306,1
1.170195033,-0.7420437731,1
1.180196699,-0.7076065693,1
1.190198366,-0.6530720211,1
1.200200033,-0.5803938871,1
1.2102017,-0.4834100302,1
1.220203367,-0.3919852184,1
1.230205034,-0.2890436762,1
1.240206701,-0.1728010513,1
1.250208368,-0.07129463273,1
1.260210035,0.05840345715,1
1.270211702,0.1797101858,1
1.280213369,0.2823851544,1
1.290215036,0.3768791135,1
1.300216703,0.4845000164,1
1.31021837,0.5833790579,1
1.320220037,0.6893453568,1
1.330221704,0.7142990417,1
1.340223371,0.7452742634,1
1.350225038,0.7748145792,1
1.360226704,0.7901518766,1
1.370228371,0.7712057705,1
1.380230038,0.7432415492,1
1.390231705,0.7268619994,1
1.400233372,0.6786907801,1
1.410235039,0.6021770544,1
1.420236706,0.5736708226,1
1.430238373,0.4731440692,1
1.44024004,0.4204754817,1
1.450241707,0.3662936293,1
1.460243374,0.28771551,1
1.470245041,0.2250287466,1
1.480246708,0.1551318486,1
1.490248375,0.1214021044,1
1.500250042,0.0786388857,1
1.510251709,0.05990648404,1
1.520253376,0.05214720275,1
1.530255043,0.0256632354,1
1.540256709,0.01230639557,1
1.550258376,0.006594215529,1
1.560260043,-0.008813658242,1
1.57026171,-0.007203526455,1
1.580263377,-0.007263145034,1
1.590265044,0.002209051151,1
1.600266711,0.002808041136,1
1.610268378,-0.01383817908,1
1.620270045,-0.04484673487,1
1.630271712,-0.07339031392,1
1.640273379,-0.102409045,1
1.650275046,-0.1552954857,1
1.660276713,-0.1960511263,1
1.67027838,-0.2442744656,1
1.680280047,-0.2927861037,1
1.690281714,-0.3652251604,1
1.700283381,-0.4353679822,1
1.710285048,-0.5060000155,1
1.720286714,-0.5627134448,1
1.730288381,-0.6274064947,1
1.740290048,-0.6804732693,1
1.750291715,-0.7168114625,1
1.760293382,-0.7562477133,1
1.770295049,-0.7750795011,1
1.780296716,-0.7651194015,1
1.790298383,-0.7602964491,1
1.80030005,-0.7557062149,1
1.810301717,-0.7048479617,1
1.820303384,-0.6499456028,1
1.830305051,-0.5951739691,1
1.840306718,-0.4659648852,1
1.850308385,-0.3692764579,1
1.860310052,-0.2903730569,1
1.870311719,-0.1570933116,1
1.880313386,-0.02967895318,1
1.890315053,0.08854397924,1
1.900316719,0.1982935286,1
1.910318386,0.3043651373,1
1.920320053,0.4181132806,1
1.93032172,0.5137634155,1
1.940323387,0.6133714191,1
1.950325054,0.6705016845,1
1.960326721,0.7011283803,1
1.970328388,0.7454504416,1
1.980330055,0.7656394509,1
1.990331722,0.7704627975,1
2.000333389,0.7403163692,1
2.010335056,0.7425206995,1
2.020336723,0.7097789896,1
2.03033839,0.6537407522,1
2.040340057,0.6016957851,1
2.050341724,0.5489989761,1
2.060343391,0.4839939644,1
2.070345058,0.3959096042,1
2.080346724,0.3178747752,1
2.090348391,0.2671830096,1
2.100350058,0.2132256301,1
2.110351725,0.1581627278,1
2.120353392,0.123377761,1
2.130355059,0.08395862936,1
2.140356726,0.0596683515,1
2.150358393,0.03951831703,1
2.16036006,-0.0009387957638,1
2.170361727,0.005902572919,1
2.180363394,-0.003401766717,1
2.190365061,-0.01164491994,1
2.200366728,0.008008673041,1
2.210368395,-0.01221468988,1
2.220370062,0.01093436725,1
2.230371729,-0.01340342612,1
2.240373396,-0.01439344245,1
2.250375063,-0.03061471904,1
2.260376729,-0.08265400426,1
2.270378396,-0.1197225144,1
2.280380063,-0.1656736248,1
2.29038173,-0.191058987,1
2.300383397,-0.26582641,1
2.310385064,-0.3200496512,1
2.320386731,-0.3795775548,1
2.330388398,-0.4504549098,1
2.340390065,-0.5033956472,1
2.350391732,-0.5664071196,1
2.360393399,-0.6541977485,1
2.370395066,-0.6858744141,1
2.380396733,-0.7412750263,1
2.3903984,-0.76102044,1
2.400400067,-0.7725723108,1
2.410401734,-0.7753940998,1
2.420403401,-0.7671606846,1
2.430405068,-0.7376966666,1
2.440406734,-0.6806297631,1
2.450408401,-0.6317957543,1
2.460410068,-0.5677663935,1
2.470411735,-0.454916361,1
2.480413402,-0.3553102655,1
2.490415069,-0.2489382293,1
2.500416736,-0.1103179338,1
2.510418403,0.004364206767,1
2.52042007,0.10570499,1
2.530421737,0.2577317179,1
2.540423404,0.3579054306,1
2.550425071,0.4519222892,1
2.560426738,0.5379170585,1
2.570428405,0.6055464798,1
2.580430072,0.6629002286,1
2.590431739,0.7260727229,1
2.600433406,0.7635387507,1
2.610435073,0.8022026417,1
2.620436739,0.7979238622,1
2.630438406,0.7719447961,1
2.640440073,0.7418107744,1
2.65044174,0.6998094377,1
2.660443407,0.6590224856,1
2.670445074,0.569439834,1
2.680446741,0.5348738678,1
2.690448408,0.4635285626,1
2.700450075,0.3814675447,1
2.710451742,0.3354567274,1
2.720453409,0.2590003307,1
2.730455076,0.2121696955,1
2.740456743,0.1624049939,1
2.75045841,0.1126873931,1
2.760460077,0.06205514625,1
2.770461744,0.04492311369,1
2.780463411,0.01875998268,1
2.790465078,0.01351297635,1
2.800466744,0.005956033036,1
2.810468411,0.004811469476,1
2.820470078,-0.01915657422,1
2.830471745,0.003011371874,1
2.840473412,-0.00472576321,1
2.850475079,0.008363582892,1
2.860476746,-0.01124811846,1
2.870478413,-0.02895869727,1
2.88048008,-0.05207626905,1
2.890481747,-0.0735162419,1
2.900483414,-0.1292366795,1
2.910485081,-0.1668197463,1
2.920486748,-0.2095554452,1
2.930488415,-0.2804702745,1
2.940490082,-0.3171626765,1
2.950491749,-0.4036212465,1
2.960493416,-0.4604357859,1
2.970495083,-0.5240176084,1
2.980496749,-0.5769977567,1
2.990498416,-0.6661503923,1
3.000500083,-0.7063615706,1
3.01050175,-0.746725576,1
3.020503417,-0.7532889361,1
3.030505084,-0.7815726737,1
3.040506751,-0.7582890507,1
3.050508418,-0.7564566994,1
3.060510085,-0.7233695386,1
3.070511752,-0.6760464234,1
3.080513419,-0.5944396395,1
3.090515086,-0.5062527538,1
3.100516753,-0.4362144925,1
3.11051842,-0.3278741446,1
3.120520087,-0.2242188567,1
3.130521754,-0.0952311777,1
3.140523421,0.02061871765,1
3.150525088,0.1549866311,1
3.160526754,0.2448449486,1
3.170528421,0.3602952765,1
3.180530088,0.4766523872,1
3.190531755,0.553308489,1
3.200533422,0.6563990269,1
3.210535089,0.685939359,1
3.220536756,0.7513950768,1
3.230538423,0.7766756509,1
3.24054009,0.7892347978,1
3.250541757,0.7840023841,1
3.260543424,0.7508902017,1
3.270545091,0.7108311837,1
3.280546758,0.6902053602,1
3.290548425,0.6295400513,1
3.300550092,0.5636426952,1
3.310551759,0.4965675133,1
3.320553426,0.4288131486,1
3.330555093,0.3729475369,1
3.340556759,0.3166781188,1
3.350558426,0.2337007515,1
3.360560093,0.1826659477,1
3.37056176,0.126754411,1
3.380563427,0.09248184426,1
3.390565094,0.07249575876,1
3.400566761,0.03244349015,1
3.410568428,0.0290726467,1
3.420570095,0.003284101466,1
3.430571762,0.000831345305,1
3.440573429,0.005072152989,1
3.450575096,-0.01164865841,1
3.460576763,-0.001780563126,1
3.47057843,0.008794560378,1
3.480580097,-0.02183291604,1
3.490581764,0.000423366219,1
3.500583431,-0.02636903793,1
3.510585098,-0.06125039495,1
3.520586764,-0.07805440332,1
3.530588431,-0.1217651451,1
3.540590098,-0.1726532392,1
3.550591765,-0.2245586593,1
3.560593432,-0.2845337234,1
3.570595099,-0.3454919896,1
3.580596766,-0.4089356235,1
3.590598433,-0.4824006021,1
3.6006001,-0.5368379382,1
3.610601767,-0.6143257862,1
3.620603434,-0.6488398884,1
3.630605101,-0.7209204483,1
3.640606768,-0.7701142937,1
3.650608435,-0.7613911035,1
3.660610102,-0.7821318538,1
3.670611769,-0.781476193,1
3.680613436,-0.7448798285,1
3.690615103,-0.7148460335,1
3.700616769,-0.6575257921,1
3.710618436,-0.5790491326,1
3.720620103,-0.5097952327,1
3.73062177,-0.411449952,1
3.740623437,-0.3112096749,1
3.750625104,-0.2066478691,1
3.760626771,-0.07793757511,1
3.770628438,0.05721480509,1
3.780630105,0.1435177694,1
3.790631772,0.2712247937,1
3.800633439,0.3842925259,1
3.810635106,0.4799830552,1
3.820636773,0.5852984251,1
3.83063844,0.6408893968,1
3.840640107,0.72083547,1
3.850641774,0.7343523106,1
3.860643441,0.7770847039,1
3.870645108,0.7788678751,1
3.880646774,0.7594837512,1
3.890648441,0.7494768986,1
3.900650108,0.7054875298,1
3.910651775,0.6627657281,1
3.920653442,0.6103481002,1
3.930655109,0.5614948611,1
3.940656776,0.5054791461,1
3.950658443,0.4267734445,1
3.96066011,0.3453820567,1
3.970661777,0.2824868711,1
3.980663444,0.2308791619,1
3.990665111,0.1664391461,1
4.000666778,0.1318761181,1
4.010668445,0.08726213078,1
4.020670112,0.06161709695,1
4.030671779,0.01285298319,1
4.040673446,0.02461732133,1
4.050675113,0.02115971815,1
4.060676779,0.02650635317,1
4.070678446,0.004445423877,1
4.080680113,-0.006552365482,1
4.09068178,0.002801153495,1
4.100683447,-0.006359837482,1
4.110685114,0.01193434918,1
4.120686781,-0.04134237674,1
4.130688448,-0.03184896329,1
4.140690115,-0.06315567982,1
4.150691782,-0.07413534425,1
4.160693449,-0.1353515082,1
4.170695116,-0.1648125771,1
4.180696783,-0.2248063356,1
4.19069845,-0.3007366211,1
4.200700117,-0.3503172737,1
4.210701784,-0.4344401931,1
4.220703451,-0.4993758689,1
4.230705118,-0.5574921514,1
4.240706784,-0.6218147489,1
4.250708451,-0.6890132776,1
4.260710118,-0.7193187259,1
4.270711785,-0.7499817145,1
4.280713452,-0.7766829965,1
4.290715119,-0.773185334,1
4.300716786,-0.7791261713,1
4.310718453,-0.7480305679,1
4.32072012,-0.7050290595,1
4.330721787,-0.6443814229,1
4.340723454,-0.5523932404,1
4.350725121,-0.4955740886,1
4.360726788,-0.390009914,1
4.370728455,-0.2805088732,1
4.380730122,-0.150073167,1
4.390731789,-0.04323452882,1
4.400733456,0.07516177474,1
4.410735123,0.1939260734,1
4.420736789,0.3026303174,1
4.430738456,0.4337583312,1
4.440740123,0.5109002013,1
4.45074179,0.6039158276,1
4.460743457,0.6406532141,1
4.470745124,0.7119380425,1
4.480746791,0.7489484281,1
4.490748458,0.771060922,1
4.500750125,0.7655288514,1
4.510751792,0.7617172451,1
4.520753459,0.7478339058,1
4.530755126,0.7058292034,1
4.540756793,0.662810653,1
4.55075846,0.6046525607,1
4.560760127,0.5401491964,1
4.570761794,0.4668013516,1
4.580763461,0.3962791657,1
4.590765128,0.3458561464,1
4.600766794,0.2805681194,1
4.610768461,0.2247308961,1
4.620770128,0.1644223176,1
4.630771795,0.1161548985,1
4.640773462,0.08285094165,1
4.650775129,0.0612143427,1
4.660776796,0.03211798194,1
4.670778463,0.03015535705,1
4.68078013,0.008340368249,1
4.690781797,-0.002257174644,1
4.700783464,0.009997363049,1
4.710785131,0.01324837008,1
4.720786798,0.001820795845,1
4.730788465,0.0156839268,1
4.740790132,-0.01439398906,1
4.750791799,0.002691004436,1
4.760793466,-0.03336066264,1
4.770795133,-0.0602460646,1
4.780796799,-0.09822992286,1
4.790798466,-0.1531062758,1
4.800800133,-0.1877268674,1
4.8108018,-0.2427652038,1
4.820803467,-0.2940172846,1
4.830805134,-0.3662392263,1
4.840806801,-0.4461256072,1
4.850808468,-0.5191677632,1
4.860810135,-0.602601486,1
4.870811802,-0.6302604841,1
4.880813469,-0.6787870589,1
4.890815136,-0.7420510971,1
4.900816803,-0.7404379125,1
4.91081847,-0.7813537303,1
4.920820137,-0.7892671651,1
4.930821804,-0.7583522646,1
4.940823471,-0.7221141361,1
4.950825138,-0.6925279232,1
4.960826804,-0.6322169423,1
4.970828471,-0.5519373458,1
4.980830138,-0.4569120734,1
4.990831805,-0.3737065172,1
5.000833472,-0.2569614009,1
5.010835139,-0.1284108862,1
5.020836806,-0.02116001936,1
5.030838473,0.1061127777,1
5.04084014,0.2335736495,1
5.050841807,0.3436922459,1
5.060843474,0.4322953825,1
5.070845141,0.5339227816,1
5.080846808,0.6060510728,1
5.090848475,0.6957159689,1
5.100850142,0.7090968539,1
5.110851809,0.7744544153,1
5.120853476,0.7919156623,1
5.130855143,0.7800890686,1
5.140856809,0.7756426067,1
5.150858476,0.7155608812,1
5.160860143,0.6913800206,1
5.17086181,0.6483113608,1
5.180863477,0.6011691482,1
5.190865144,0.5185256856,1
5.200866811,0.4522438759,1
5.210868478,0.397814431,1
5.220870145,0.3098900575,1
5.230871812,0.2587037918,1
5.240873479,0.2022143852,1
5.250875146,0.1587375297,1
5.260876813,0.1080178636,1
5.27087848,0.08399070727,1
5.280880147,0.05342351141,1
5.290881814,0.01495302672,1
5.300883481,0.006961411722,1
5.310885148,0.003598491284,1
5.320886814,0.01163500108,1
5.330888481,0.005236428588,1
5.340890148,0.01222559383,1
5.350891815,-0.005623643947,1
5.360893482,-0.008754397996,1
5.370895149,0.003242122455,1
5.380896816,-0.02531118278,1
5.390898483,-0.04567954672,1
5.40090015,-0.07160511515,1
5.410901817,-0.1069753049,1
5.420903484,-0.1457703871,1
5.430905151,-0.2138369726,1
5.440906818,-0.2752965031,1
5.450908485,-0.3149202592,1
5.460910152,-0.3854624239,1
5.470911819,-0.4585574886,1
5.480913486,-0.5269527282,1
5.490915153,-0.5881165924,1
5.500916819,-0.6513905379,1
5.510918486,-0.7131768291,1
5.520920153,-0.7520733063,1
5.53092182,-0.7580395819,1
5.540923487,-0.7797999266,1
5.550925154,-0.7789951961,1
5.560926821,-0.7806321999,1
5.570928488,-0.7306844065,1
5.580930155,-0.6891753103,1
5.590931822,-0.5966723109,1
5.600933489,-0.5020847886,1
5.610935156,-0.4382464363,1
5.620936823,-0.3299026326,1
5.63093849,-0.2196299826,1
5.640940157,-0.08451572459,1
5.650941824,0.02714063387,1
5.660943491,0.1349431007,1
5.670945158,0.2516304912,1
5.680946824,0.3506666494,1
5.690948491,0.4571746849,1
5.700950158,0.5512592724,1
5.710951825,0.6302835427,1
5.720953492,0.6652868961,1
5.730955159,0.7393609024,1
5.740956826,0.7550971314,1
5.750958493,0.7706774543,1
5.76096016,0.7772667559,1
5.770961827,0.7425137139,1
5.780963494,0.7309368332,1
5.790965161,0.6778267211,1
5.800966828,0.638550061,1
5.810968495,0.5775266418,1
5.820970162,0.5130501735,1
5.830971829,0.4385266632,1
5.840973496,0.3935886278,1
5.850975163,0.3122664988,1
5.860976829,0.2560116567,1
5.870978496,0.1995238318,1
5.880980163,0.1288773221,1
5.89098183,0.1071660167,1
5.900983497,0.07072300249,1
5.910985164,0.03809253371,1
5.920986831,0.01267414278,1
5.930988498,0.03393251779,1
5.940990165,0.02533818844,1
5.950991832,0.0001333588906,1
5.960993499,-0.0128982827,1
5.970995166,0.008119294038,1
5.980996833,0.00929899093,1
5.9909985,0.008128935271,1
6.001000167,-0.01509732875,1
6.011001834,-0.0370275406,1
6.021003501,-0.06203032393,1
6.031005168,-0.0902682587,1
6.041006834,-0.1227166475,1
6.051008501,-0.1611899716,1
6.061010168,-0.2253075594,1
6.071011835,-0.292642513,1
6.081013502,-0.3278296606,1
6.091015169,-0.4266556144,1
6.101016836,-0.4734084963,1
6.111018503,-0.5323337333,1
6.12102017,-0.5948148758,1
6.131021837,-0.6652256062,1
6.141023504,-0.7091072721,1
6.151025171,-0.7303114545,1
6.161026838,-0.7642385422,1
6.171028505,-0.784581342,1
6.181030172,-0.7767387575,1
6.191031839,-0.752743575,1
6.201033506,-0.7179568716,1
6.211035173,-0.6614602204,1
6.221036839,-0.5818268304,1
6.231038506,-0.5228210749,1
6.241040173,-0.3976494977,1
6.25104184,-0.3075636902,1
6.261043507,-0.1982952661,1
6.271045174,-0.08527051332,1
6.281046841,0.03598909248,1
6.291048508,0.1601940559,1
6.301050175,0.2567307424,1
6.311051842,0.3932414518,1
6.321053509,0.4868048264,1
6.331055176,0.5773703727,1
6.341056843,0.6423797717,1
6.35105851,0.7080699325,1
6.361060177,0.7428386047,1
6.371061844,0.773259537,1
6.381063511,0.7829698584,1
6.391065178,0.7647221885,1
6.401066844,0.7703528322,1
6.411068511,0.7175910215,1
6.421070178,0.6777412143,1
6.431071845,0.6105290876,1
6.441073512,0.5418175304,1
6.451075179,0.4950410253,1
6.461076846,0.4153719021,1
6.471078513,0.3586849347,1
6.48108018,0.2945535148,1
6.491081847,0.2380155836,1
6.501083514,0.1791339197,1
6.511085181,0.1285363729,1
6.521086848,0.1074016512,1
6.531088515,0.07652263583,1
6.541090182,0.04005023314,1
6.551091849,0.03363592415,1
6.561093516,0.01207822902,1
6.571095183,0.01130190684,1
6.581096849,-0.01530705238,1
6.591098516,0.0107954845,1
6.601100183,-0.006770387114,1
6.61110185,-0.0002046805766,1
6.621103517,-0.03054897899,1
6.631105184,0.004582721986,1
6.641106851,-0.03428983462,1
6.651108518,-0.0676071175,1
6.661110185,-0.0826236622,1
6.671111852,-0.1245510281,1
6.681113519,-0.1734259082,1
6.691115186,-0.2306920428,1
6.701116853,-0.2998515109,1
6.71111852,-0.3607383768,1
6.721120187,-0.4189694272,1
6.731121854,-0.4912765421,1
6.741123521,-0.5527200725,1
6.751125188,-0.6254053332,1
6.761126854,-0.6917205443,1
6.771128521,-0.7305774638,1
6.781130188,-0.7477218047,1
6.791131855,-0.7688746848,1
6.801133522,-0.7804649659,1
6.811135189,-0.7738177703,1
6.821136856,-0.7546239039,1
6.831138523,-0.7152890262,1
6.84114019,-0.6568621424,1
6.851141857,-0.5795380271,1
6.861143524,-0.4938141259,1
6.871145191,-0.3963931632,1
6.881146858,-0.274401362,1
6.891148525,-0.1745230209,1
6.901150192,-0.02960149018,1
6.911151859,0.06648637913,1
6.921153526,0.1815002015,1
6.931155193,0.297773385,1
6.941156859,0.4169722994,1
6.951158526,0.4955877037,1
6.961160193,0.5709987173,1
6.97116186,0.6663385941,1
6.981163527,0.7213286254,1
6.991165194,0.7572277549,1
7.001166861,0.7788292104,1
7.011168528,0.782669406,1
7.021170195,0.7721753107,1
7.031171862,0.7308547287,1
7.041173529,0.7129875836,1
7.051175196,0.675689241,1
7.061176863,0.6115289912,1
7.07117853,0.5303715222,1
7.081180197,0.4735322952,1
7.091181864,0.4061843718,1
7.101183531,0.3538387599,1
7.111185198,0.260162139,1
7.121186864,0.2216289943,1
7.131188531,0.1754616079,1
7.141190198,0.1270907761,1
7.151191865,0.08626450644,1
7.161193532,0.05598437679,1
7.171195199,0.04384546845,1
7.181196866,0.01313699899,1
7.191198533,0.01351090203,1
7.2012002,-0.001513857349,1
7.211201867,-0.009245832003,1
7.221203534,0.01091386161,1
7.231205201,-0.01843324381,1
7.241206868,0.005896866453,1
7.251208535,-0.01048795178,1
7.261210202,-0.02433032193,1
7.271211869,-0.03295949185,1
7.281213536,-0.06521525047,1
7.291215203,-0.08584502287,1
7.301216869,-0.1400173524,1
7.311218536,-0.1879845006,1
7.321220203,-0.2372305861,1
7.33122187,-0.3093204884,1
7.341223537,-0.3656641277,1
7.351225204,-0.4254351587,1
7.361226871,-0.5122050902,1
7.371228538,-0.567713407,1
7.381230205,-0.634641286,1
7.391231872,-0.7014082266,1
7.401233539,-0.7258457127,1
7.411235206,-0.750784531,1
7.421236873,-0.7690576841,1
7.43123854,-0.7891228644,1
7.441240207,-0.7641238821,1
7.451241874,-0.7441340278,1
7.461243541,-0.6828823107,1
7.471245208,-0.616793048,1
7.481246874,-0.5614668242,1
7.491248541,-0.453769612,1
7.501250208,-0.3614669039,1
7.511251875,-0.2535719915,1
7.521253542,-0.1299192612,1
7.531255209,-0.02175054576,1
7.541256876,0.08989465797,1
7.551258543,0.2204495573,1
7.56126021,0.3200498503,1
7.571261877,0.4283059162,1
7.581263544,0.512425168,1
7.591265211,0.6117043525,1
7.601266878,0.6721586803,1
7.611268545,0.7172505045,1
7.621270212,0.7658106523,1
7.631271879,0.7931963046,1
7.641273546,0.774274872,1
7.651275213,0.7590027159,1
7.661276879,0.7159510952,1
7.671278546,0.7141437682,1
7.681280213,0.6602860607,1
7.69128188,0.5828081159,1
7.701283547,0.5229875944,1
7.711285214,0.4481685926,1
7.721286881,0.4000444407,1
7.731288548,0.3237595331,1
7.741290215,0.2674900377,1
7.751291882,0.2065280784,1
7.761293549,0.1448550221,1
7.771295216,0.09451575785,1
7.781296883,0.06615788037,1
7.79129855,0.03972524793,1
7.801300217,0.02010832281,1
7.811301884,-0.003390952091,1
7.821303551,0.008481346604,1
7.831305218,-0.0006013738434,1
7.841306884,-0.005577107453,1
7.851308551,-0.001903948541,1
7.861310218,-0.010430306,1
7.871311885,0.01522271467,1
7.881313552,-0.01895802379,1
7.891315219,-0.02248244603,1
7.901316886,-0.04055949824,1
7.911318553,-0.0738775847,1
7.92132022,-0.1196035732,1
7.931321887,-0.1444775872,1
7.941323554,-0.2107471538,1
7.951325221,-0.2596069555,1
7.961326888,-0.3239880715,1
7.971328555,-0.3808454272,1
7.981330222,-0.4495896243,1
7.991331889,-0.5386934336,1
8.001333556,-0.5767317818,1
8.011335223,-0.6386118852,1
8.021336889,-0.6919343432,1
8.031338556,-0.7426934459,1
8.041340223,-0.758182416,1
8.05134189,-0.7713299992,1
8.061343557,-0.7871708196,1
8.071345224,-0.7450343457,1
8.081346891,-0.7371541884,1
8.091348558,-0.6937230878,1
8.101350225,-0.6013977481,1
8.111351892,-0.5296189807,1
8.121353559,-0.4499638774,1
8.131355226,-0.3588543028,1
8.141356893,-0.2188292357,1
8.15135856,-0.1123858085,1
8.161360227,0.006109292079,1
8.171361894,0.1188872176,1
8.181363561,0.2365828538,1
8.191365228,0.333886665,1
8.201366894,0.4667089443,1
8.211368561,0.5419420697,1
8.221370228,0.6273731592,1
8.231371895,0.6841113423,1
8.241373562,0.7281408951,1
8.251375229,0.7588695075,1
8.261376896,0.7694601197,1
8.271378563,0.7853487563,1
8.28138023,0.7725871869,1
8.291381897,0.7288267722,1
8.301383564,0.6934695722,1
8.311385231,0.6268136248,1
8.321386898,0.5800783345,1
8.331388565,0.5181886968,1
8.341390232,0.4341462546,1
8.351391899,0.3737713935,1
8.361393566,0.3091398636,1
8.371395233,0.2446314056,1
8.381396899,0.1834167688,1
8.391398566,0.1526461434,1
8.401400233,0.1037363573,1
8.4114019,0.08993886959,1
8.421403567,0.05521321051,1
8.431405234,0.01541604372,1
8.441406901,0.02330710206,1
8.451408568,0.007754750397,1
8.461410235,-0.001924111654,1
8.471411902,-0.001737547645,1
8.481413569,-0.006211190514,1
8.491415236,0.003315260711,1
8.501416903,-0.01563036543,1
8.51141857,-0.01483852793,1
8.521420237,-0.02973711977,1
8.531421904,-0.05106564308,1
8.541423571,-0.09377472744,1
8.551425238,-0.1235733393,1
8.561426904,-0.1318168688,1
8.571428571,-0.2213522811,1
8.581430238,-0.2922418602,1
8.591431905,-0.3362076163,1
8.601433572,-0.3940983767,1
8.611435239,-0.4756749427,1
8.621436906,-0.5333513385,1
8.631438573,-0.5848238183,1
8.64144024,-0.6588896097,1
8.651441907,-0.7038298544,1
8.661443574,-0.7329236825,1
8.671445241,-0.7614016672,1
8.681446908,-0.7782915119,1
8.691448575,-0.7679096334,1
8.701450242,-0.7587261884,1
8.711451909,-0.7209023357,1
8.721453576,-0.6495224385,1
8.731455243,-0.596469232,1
8.741456909,-0.5274634517,1
8.751458576,-0.4134105629,1
8.761460243,-0.3051163715,1
8.77146191,-0.2116615449,1
8.781463577,-0.08644496945,1
8.791465244,0.02549547185,1
8.801466911,0.1676114932,1
8.811468578,0.2573508867,1
8.821470245,0.3705335875,1
8.831471912,0.4737494728,1
8.841473579,0.5659156939,1
8.851475246,0.6161137451,1
8.861476913,0.6924031189,1
8.87147858,0.7364429089,1
8.881480247,0.7662345698,1
8.891481914,0.7650084313,1
8.901483581,0.7689425464,1
8.911485248,0.7447391389,1
8.921486914,0.7123425656,1
8.931488581,0.6603125179,1
8.941490248,0.6072965523,1
8.951491915,0.570486113,1
8.961493582,0.5054609368,1
8.971495249,0.4182751387,1
8.981496916,0.3624895369,1
8.991498583,0.3086630793,1
